Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,^GSPC,^IXIC,^NSEI,^VIX,^GSPC,^IXIC,^NSEI,^VIX,^GSPC,^IXIC,^NSEI,^VIX,^GSPC,^IXIC,^NSEI,^VIX,^GSPC,^IXIC,^NSEI,^VIX
Date,,,,,,,,,,,,,,,,,,,,
2010-01-20,1138.0400390625,2291.25,5221.7001953125,18.68000030517578,1147.949951171875,2304.469970703125,5256.7001953125,19.690000534057617,1129.25,2268.679931640625,5201.39990234375,18.440000534057617,1147.949951171875,2304.31005859375,5226.10009765625,18.510000228881836,4810560000.0,2351890000.0,0.0,0.0
2010-01-21,1116.47998046875,2265.699951171875,5094.14990234375,22.270000457763672,1141.5799560546875,2308.97998046875,5220.35009765625,22.299999237060547,1114.8399658203125,2259.820068359375,5085.4501953125,18.270000457763672,1138.6800537109375,2298.22998046875,5220.2001953125,18.59000015258789,6874290000.0,2877800000.0,0.0,0.0
2010-01-22,1091.760009765625,2205.2900390625,5036.0,27.309999465942383,1115.489990234375,2262.27001953125,5094.14990234375,28.010000228881836,1090.1800537109375,2200.3701171875,4954.85009765625,22.270000457763672,1115.489990234375,2255.760009765625,5094.14990234375,22.270000457763672,6208650000.0,2817620000.0,0.0,0.0
2010-01-25,1096.780029296875,2210.800048828125,5007.89990234375,25.40999984741211,1102.969970703125,2223.219970703125,5035.7001953125,27.31999969482422,1092.4000244140625,2201.169921875,4983.0498046875,24.610000610351562,1092.4000244140625,2220.2900390625,5034.5498046875,27.31999969482422,4481390000.0,2134350000.0,0.0,0.0
2010-01-26,1092.1700439453125,2203.72998046875,,24.549999237060547,1103.68994140625,2227.889892578125,,26.219999313354492,1089.8599853515625,2195.43994140625,,22.770000457763672,1095.800048828125,2203.43994140625,,26.030000686645508,4731910000.0,2361260000.0,,0.0
2010-01-27,1097.5,2221.409912109375,4853.10009765625,23.139999389648438,1099.510009765625,2225.669921875,5008.5,25.690000534057617,1083.1099853515625,2192.590087890625,4833.0498046875,23.139999389648438,1091.93994140625,2200.300048828125,5008.5,24.809999465942383,5319120000.0,2492880000.0,0.0,0.0
2010-01-28,1084.530029296875,2179.0,4867.25,23.729999542236328,1100.219970703125,2220.8701171875,4929.89990234375,25.299999237060547,1078.4599609375,2166.89990234375,4824.9501953125,22.690000534057617,1096.9300537109375,2220.31005859375,4863.0,22.790000915527344,5452400000.0,2829640000.0,0.0,0.0
2010-01-29,1073.8699951171875,2147.35009765625,4882.0498046875,24.6200008392334,1096.449951171875,2202.840087890625,4893.7001953125,25.030000686645508,1071.5899658203125,2140.340087890625,4766.0,22.110000610351562,1087.6099853515625,2198.260009765625,4866.14990234375,23.729999542236328,5412850000.0,3090580000.0,0.0,0.0
2010-02-01,1089.18994140625,2171.199951171875,4899.7001953125,22.59000015258789,1089.3800048828125,2171.199951171875,4918.7998046875,24.329999923706055,1073.8900146484375,2152.260009765625,4827.14990234375,22.579999923706055,1073.8900146484375,2155.81005859375,4882.0498046875,24.329999923706055,4077610000.0,2234140000.0,0.0,0.0
2010-02-02,1103.3199462890625,2190.06005859375,4830.10009765625,21.479999542236328,1104.72998046875,2193.659912109375,4951.14990234375,22.989999771118164,1087.9599609375,2161.469970703125,4814.10009765625,21.079999923706055,1090.050048828125,2171.659912109375,4907.85009765625,22.59000015258789,4749540000.0,2468470000.0,0.0,0.0
2010-02-03,1097.280029296875,2190.909912109375,4931.85009765625,21.600000381469727,1102.719970703125,2194.530029296875,4949.14990234375,22.110000610351562,1093.969970703125,2176.75,4831.0,21.329999923706055,1100.6700439453125,2181.010009765625,4831.0,22.110000610351562,4285450000.0,2303350000.0,0.0,0.0
2010-02-04,1063.1099853515625,2125.429931640625,4845.35009765625,26.079999923706055,1097.25,2178.25,4931.2998046875,26.31999969482422,1062.780029296875,2125.429931640625,4832.35009765625,22.6299991607666,1097.25,2176.389892578125,4931.2998046875,22.6299991607666,5859690000.0,2801390000.0,0.0,0.0
2010-02-05,1066.18994140625,2141.1201171875,4718.64990234375,26.110000610351562,1067.1300048828125,2142.27001953125,4827.0,29.219999313354492,1044.5,2100.169921875,4692.35009765625,25.3700008392334,1064.1199951171875,2131.919921875,4819.64990234375,25.690000534057617,6438900000.0,2811100000.0,0.0,0.0
